"gameId","gameDuration","gameVersion","summonerName","summonerLevel","participantId","championName","champExperience","teamPosition","teamId","win","kills","deaths","assists","totalDamageDealtToChampions","totalDamageTaken","g_5","g_6","g_7","g_8","g_9","g_10","g_11","g_12","g_13","g_14","g_15","g_16","g_17","g_18","g_19","g_20","g_21","g_22","g_23","g_24","g_25"
KR_6309025486,2136,"13.1.489.3737",리차드 Lim,417,2,Amumu,23196,JUNGLE,100,True,18,6,11,43684,51702,2255,2515,3529,3937,4170,4623,5001,5983,6388,7023,7442,7915,8434,9224,10923,11045,11287,11666,12523,12651,13129
KR_6309025486,2136,"13.1.489.3737",변종홍어,43,3,Leblanc,18307,MIDDLE,100,True,8,5,6,14668,23342,2270,2537,2732,3119,3393,3541,3856,4499,4731,5073,5259,5578,5721,6100,6942,7196,7619,7880,8571,8716,9052
KR_6309025486,2136,"13.1.489.3737",파주 최강 원딜러,251,4,Samira,17513,BOTTOM,100,True,16,6,11,37480,33394,1897,2125,2303,3236,3414,3641,4020,5030,5222,5850,6218,7017,7736,8409,8807,9103,9470,10172,10739,11133,11909
KR_6309025486,2136,"13.1.489.3737",God of moving,87,5,Ashe,17417,UTILITY,100,True,9,3,26,35474,19795,1861,2177,2533,3210,3392,3674,3874,4537,5026,5222,5376,5986,6365,6672,7612,7753,8084,8680,9695,9884,10405
KR_6309025486,2136,"13.1.489.3737",롤은즐갬,84,6,Illaoi,17777,TOP,200,False,8,9,7,38336,43933,1441,1563,1913,2488,2790,3003,3278,3639,3887,4883,5159,5407,5529,6007,6129,6490,6962,7293,7487,7609,8005
KR_6309025486,2136,"13.1.489.3737",Name Value C,161,7,Graves,16327,JUNGLE,200,False,6,12,6,21991,37248,1452,1816,2034,2419,2637,3358,3550,3823,4161,4389,4939,5258,5550,5791,6363,7124,7316,7666,8144,8531,8820
KR_6309025486,2136,"13.1.489.3737",제루디,164,8,Yone,16105,MIDDLE,200,False,7,9,8,21247,33726,1664,1985,2298,2627,3004,3296,3684,3866,4060,4845,5093,5627,7191,7536,8196,8402,10103,10226,10489,10611,10812
KR_6309025486,2136,"13.1.489.3737",첼잡이,80,9,MissFortune,16149,BOTTOM,200,False,6,10,8,38204,29280,1336,2032,2259,2890,3146,3543,3951,4207,4448,4785,5180,5303,5489,5660,6092,7319,7686,8261,8707,9028,9384
KR_6309025486,2136,"13.1.489.3737",노덕기,259,10,Blitzcrank,11814,UTILITY,200,False,2,14,14,12169,32712,988,1366,1500,1889,2058,2249,2384,2638,2779,2919,3157,3597,3828,3983,4648,4844,5119,5334,5540,5730,5872
KR_6309030381,1477,"13.1.489.3737",모히칸우유,302,1,Mordekaiser,13737,TOP,100,True,3,3,3,13065,16121,1484,1701,2086,2266,2675,3021,3368,3780,4301,4610,5040,5424,5981,6725,6947,7358,7825,8174,8715,9156,0
KR_6309030381,1477,"13.1.489.3737",시 놋,350,2,Nunu,10441,JUNGLE,100,True,7,2,10,14575,27487,1838,2142,2392,2680,3025,3319,3631,4429,4732,5108,6285,6693,7114,7456,7666,8167,8434,8598,9473,9726,0
KR_6309030381,1477,"13.1.489.3737",실 빛,123,3,Yone,16428,MIDDLE,100,True,16,2,2,26099,21658,1895,2441,2864,4037,4749,4892,5361,7011,7212,7866,8163,8569,9375,10347,10965,11961,12763,13326,14157,14791,0
KR_6309030381,1477,"13.1.489.3737",바다를담은유리병,411,4,Jhin,10655,BOTTOM,100,True,8,4,6,14500,13307,1454,1734,2052,2453,2653,3152,3385,3785,4942,5551,6261,6460,7287,7761,7974,8575,8997,9385,9632,9876,0
KR_6309030381,1477,"13.1.489.3737",늉혜교,514,5,Xerath,7985,UTILITY,100,True,0,5,10,11984,11574,1370,1525,1719,1913,2101,2291,2547,2865,3308,3528,4007,4148,4338,4617,4792,5082,5273,5425,5741,5973,0
KR_6309030381,1477,"13.1.489.3737",구울구울구울구울구울구울구울구울,49,6,Yorick,12295,TOP,200,False,1,4,2,8781,15595,1536,1862,2176,2672,2794,3163,3480,3770,4160,5394,5671,6032,6210,6647,6946,7284,7588,7913,8454,9015,0
KR_6309030381,1477,"13.1.489.3737",ISOFILEANDNOT,255,7,Shaco,10734,JUNGLE,200,False,7,5,2,10552,17948,2038,2371,2635,3100,3389,3546,4935,5207,5439,6060,7397,7660,7928,8248,8686,9203,9527,9941,10183,10311,0
KR_6309030381,1477,"13.1.489.3737",프리아 베베리,291,8,Cassiopeia,9425,MIDDLE,200,False,0,12,0,10504,26089,1198,1413,1686,1880,2277,2536,2739,2920,3226,3523,4232,4460,5018,5175,5927,6189,6312,6518,6792,6915,0
KR_6309030381,1477,"13.1.489.3737",곰빠닥,150,9,Varus,9773,BOTTOM,200,False,7,6,2,15610,20462,2296,2475,2866,3051,3818,4716,5841,6244,6527,6729,6980,7497,7620,7951,8540,9526,9906,10366,11113,11301,0
KR_6309030381,1477,"13.1.489.3737",뭘봐SeeFollowMe,318,10,Maokai,7282,UTILITY,200,False,1,7,7,10538,16733,1658,1793,1941,2158,2506,2790,3327,3658,3829,3969,4172,4399,4540,4743,4984,5364,5525,5800,6085,6257,0
KR_6309350127,2096,"13.1.489.3737",강건너탑구경,102,1,DrMundo,17851,TOP,100,False,6,6,4,22844,48202,1484,1823,2097,2391,2929,3166,3536,3808,4132,4501,4885,5220,5717,5839,6248,6443,7000,8160,8643,8919,9046
KR_6309350127,2096,"13.1.489.3737",Rizm,100,2,Sylas,14707,JUNGLE,100,False,6,8,7,13667,41757,1387,1510,1672,1904,2375,2607,3178,3560,3950,4325,5325,5638,6441,7269,7391,7513,7650,8171,8573,8696,9303
KR_6309350127,2096,"13.1.489.3737",스무th,459,3,Yone,17701,MIDDLE,100,False,4,10,6,21815,32005,1240,1396,1643,1932,2674,2935,3467,3765,4421,4756,5601,6094,6460,6582,6991,7119,7409,8148,8545,8893,9315
KR_6309350127,2096,"13.1.489.3737",야리끼리걸려쮸,305,4,Jinx,14776,BOTTOM,100,False,5,6,7,22437,27144,1147,1333,1654,1888,2091,2877,3502,3955,4453,4659,4844,5459,6123,6480,6865,7351,7648,7952,8568,8760,9103
KR_6309350127,2096,"13.1.489.3737",tpcyal,428,5,MissFortune,11568,UTILITY,100,False,5,11,8,17416,25916,1177,1612,1834,2011,2241,2560,2746,3596,4248,4665,4996,5246,5725,5948,6148,6299,6439,6735,7789,7929,8302
KR_6309350127,2096,"13.1.489.3737",롤은즐갬,84,6,Illaoi,18385,TOP,200,True,3,4,3,20755,21382,1430,1553,1874,2184,2307,2655,2979,3270,3511,3820,4195,4475,4897,5419,5890,6125,6443,6628,6750,7132,7701
KR_6309350127,2096,"13.1.489.3737",제루디,164,7,Kayn,18365,JUNGLE,200,True,8,3,3,16163,33129,1928,2468,2861,3171,3408,3795,3987,4199,4545,4843,5492,5754,6375,6498,6871,7114,7585,7986,8754,8876,9410
KR_6309350127,2096,"13.1.489.3737",행복기쁨사랑,335,8,Ezreal,20665,MIDDLE,200,True,12,3,7,42867,26343,1727,2603,2788,3099,3643,3808,4110,4394,4559,4916,5694,6038,6711,7124,7267,8087,8348,8547,8852,9239,9711
KR_6309350127,2096,"13.1.489.3737",Swivy,104,9,Varus,16993,BOTTOM,200,True,12,6,9,30437,25780,2510,2891,3464,3801,4272,4689,5115,5594,5800,6203,7105,7399,8330,8529,8917,9790,10043,10333,11055,11177,11601
KR_6309350127,2096,"13.1.489.3737",BanSaack,101,10,Zyra,15394,UTILITY,200,True,6,10,17,37983,23418,1704,2029,2583,2832,3194,3491,3843,4446,5036,5227,6047,6316,6634,6794,7484,7825,8077,8245,8470,9008,9247
KR_6310934127,1254,"13.1.489.3737",고졸씹덕히키백수,216,1,Irelia,9437,TOP,100,True,2,3,2,6028,12518,1459,1657,2055,2177,2314,2718,3105,3304,3715,4041,4318,4847,5245,5544,5828,6080,0,0,0,0,0
KR_6310934127,1254,"13.1.489.3737",용현동헌터,163,2,Sylas,8742,JUNGLE,100,True,4,2,4,6321,19875,1714,1932,2165,2541,2684,2916,3369,3661,4168,4630,5096,5469,6100,7077,7309,7987,0,0,0,0,0
KR_6310934127,1254,"13.1.489.3737",프렌키 대용,141,3,Ahri,10544,MIDDLE,100,True,2,2,3,6009,8618,1377,1624,2067,2241,2514,2712,3053,3612,3916,4286,4629,4814,5192,5651,5866,6164,0,0,0,0,0
KR_6310934127,1254,"13.1.489.3737",서울 롤토체스,125,4,Lucian,10263,BOTTOM,100,True,16,2,4,23613,17550,2649,2862,3369,3805,4290,5014,5438,6257,6985,7906,8262,8912,10192,10858,11643,12462,0,0,0,0,0
KR_6310934127,1254,"13.1.489.3737",준아왕자지,80,5,Yuumi,8682,UTILITY,100,True,1,1,18,6033,3500,1544,1679,1960,2257,2541,2982,3482,3825,4416,4865,5338,5489,5829,6204,6495,6889,0,0,0,0,0
KR_6310934127,1254,"13.1.489.3737",지홍백크,215,6,Darius,10674,TOP,200,False,5,3,1,16763,16823,1613,2012,2451,2573,3258,3486,3830,4415,4727,5294,7073,7743,8012,8358,8480,9072,0,0,0,0,0
KR_6310934127,1254,"13.1.489.3737",우주최강 송상철,307,7,Kayn,6554,JUNGLE,200,False,3,6,0,6654,22025,1483,1812,2447,2680,2913,3135,3783,4260,4618,4741,4988,5262,5541,5663,6039,6203,0,0,0,0,0
KR_6310934127,1254,"13.1.489.3737",Bae HJ,109,8,Xerath,10876,MIDDLE,200,False,1,2,2,7160,6342,1444,1626,1958,2481,2743,3257,3615,4200,4487,4782,5067,5366,5530,5799,6034,6476,0,0,0,0,0
KR_6310934127,1254,"13.1.489.3737",동원고 다리우스,35,9,Jhin,7453,BOTTOM,200,False,1,5,2,5042,9141,1231,1396,1689,1936,2200,2534,3557,3862,4110,4233,4550,4808,4930,5052,5405,5766,0,0,0,0,0
KR_6310934127,1254,"13.1.489.3737",깡서윤,264,10,Lux,5525,UTILITY,200,False,0,9,0,3176,10060,1095,1251,1445,1654,1809,2044,2179,2373,2538,2678,2819,3009,3252,3551,3746,3907,0,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",난정글갈게,281,1,Chogath,9329,TOP,100,False,1,5,2,9740,26137,1573,2134,2476,2738,2923,3284,3579,3848,4164,4514,4693,5042,5220,5378,5604,5727,5940,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",지존갓건,122,2,XinZhao,9023,JUNGLE,100,False,6,5,1,11119,19336,1669,1890,2107,2540,2663,2965,3620,3867,4569,4851,5277,5421,6243,6485,7462,8115,8238,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",쿨감15초,41,3,Yone,9311,MIDDLE,100,False,2,6,1,11591,17571,1396,1645,1820,2067,2550,2772,3094,3908,4097,4219,4440,4744,5012,5135,5448,5571,5861,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",동원고 다리우스,36,4,Ezreal,8105,BOTTOM,100,False,0,2,3,7485,7274,1392,1669,2114,2299,2693,2865,3139,3424,3581,4022,4285,4627,5001,5165,5417,5624,5941,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",빠르게칼서렌가죠,107,5,Yuumi,5778,UTILITY,100,False,1,3,4,2296,4089,1006,1161,1595,1729,1972,2107,2336,2471,2680,2814,2969,3123,3258,3412,3547,3851,4005,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",섹 나 르 시,167,6,Zac,12184,TOP,200,True,7,4,2,20060,28863,1740,1933,2310,2816,3688,3951,4365,4922,5200,5508,6303,7395,7559,8270,8723,8895,9185,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",살육전차성호,203,7,Ahri,12179,MIDDLE,200,True,6,3,4,16615,12097,1660,1920,2240,2568,3263,3465,3845,4142,4473,5153,5755,6375,6497,6891,8120,8774,8896,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",살육전차채원,230,8,Amumu,9235,JUNGLE,200,True,5,0,5,5620,16989,1781,2145,2365,2774,3372,3658,3954,4281,4517,5180,5529,5823,6010,6421,6880,7272,7549,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",장지환엄준식도둑,171,9,Lucian,8151,BOTTOM,200,True,2,3,2,8635,9664,1731,2035,2291,2706,2897,3470,3972,4312,5112,5464,5901,6479,6955,7675,8151,8611,8822,0,0,0,0
KR_6310945110,1308,"13.1.489.3737",나뤼나뤼,91,10,Nami,7683,UTILITY,200,True,1,0,6,5219,6198,1248,1442,1597,1751,1980,2264,2588,2885,3565,3706,4106,4363,4726,5302,5642,5869,6010,0,0,0,0
KR_6310950491,1746,"13.1.489.3737",심장의색깔은red,120,1,Garen,14307,MIDDLE,100,True,3,6,10,12571,29502,1509,1770,2336,2488,2650,2903,3171,3384,4020,4314,4663,5205,5404,5527,5807,5986,6380,6762,6885,7279,7835
KR_6310950491,1746,"13.1.489.3737",용조련사핫쥰이,200,2,Sylas,13814,JUNGLE,100,True,8,5,13,19186,33651,1958,2471,2813,3243,3540,4003,4144,4609,5048,5323,5651,5979,6381,6653,6775,7311,7613,8434,8556,9339,9907
KR_6310950491,1746,"13.1.489.3737",실버대장자미,208,3,Kalista,16039,TOP,100,True,17,6,9,46365,29986,2554,3144,3920,4630,4812,5606,6230,6662,7809,8420,8997,10724,10847,12177,12402,12525,12647,13279,13472,15089,15708
KR_6310950491,1746,"13.1.489.3737",새롭게 태어남,231,4,Kaisa,12348,BOTTOM,100,True,6,8,10,21658,20108,1385,1857,2093,2424,2806,3054,3233,3603,3911,4240,4489,4959,5396,5689,5811,6443,6565,6688,6810,7841,8314
KR_6310950491,1746,"13.1.489.3737",o  BJ감스트  o,116,5,Nautilus,10843,UTILITY,100,True,4,5,9,9581,19617,1031,1349,1504,1770,1998,2159,2299,2482,3058,3233,3374,3698,3986,4426,4916,5061,5207,5347,5488,5715,6289
KR_6310950491,1746,"13.1.489.3737",fhckasd,413,6,Vayne,12228,TOP,200,False,3,9,5,9897,20818,986,1151,1322,1449,1984,2176,2341,2505,2676,2971,3107,4440,4674,5624,5963,6482,6877,7911,8341,8463,8661
KR_6310950491,1746,"13.1.489.3737",힐박꼼,138,7,MonkeyKing,11878,JUNGLE,200,False,9,10,7,18463,33855,1423,1545,1934,2181,2637,2854,3089,3211,3469,3716,4019,4716,5039,6207,7149,7481,8132,8775,9646,9773,10024
KR_6310950491,1746,"13.1.489.3737",날아라아가덤보탱,119,8,Kassadin,15783,MIDDLE,200,False,13,7,6,37476,42771,1689,2055,2289,2523,2659,2939,3339,3680,4541,4743,5111,6476,6935,7550,8314,8736,9661,10275,11040,11204,11326
KR_6310950491,1746,"13.1.489.3737",롤대감,250,9,Jhin,11538,BOTTOM,200,False,5,4,9,20511,15209,1776,2004,2332,2586,2919,3281,4276,4507,4795,5212,5523,6635,6924,7512,7946,8598,8721,8843,9099,9403,9605
KR_6310950491,1746,"13.1.489.3737",동원고 다리우스,36,10,Thresh,10868,UTILITY,200,False,0,8,14,6286,25150,1202,1363,1594,1811,1988,2222,2533,2776,3063,3259,3514,3904,4182,4472,4737,5028,5648,5789,5989,6144,6320
KR_6312712607,2180,"13.1.489.3737",성남산다 왱,417,1,Irelia,22076,TOP,100,True,18,6,5,45850,54625,2197,2341,3042,3292,4092,4319,5175,5817,6795,7776,8430,9330,10191,10491,10843,11384,11583,12524,12796,14733,15452
KR_6312712607,2180,"13.1.489.3737",또오 당신입니까,388,2,LeeSin,15560,JUNGLE,100,True,17,9,12,30771,49157,1811,2902,3152,4397,4915,5432,5767,6963,7484,7766,8672,9500,9686,9999,10372,11013,11306,11428,11550,12645,12995
KR_6312712607,2180,"13.1.489.3737",심술개구리,386,3,Singed,16029,MIDDLE,100,True,5,9,16,18265,45339,1212,1374,1693,1957,2602,2784,3417,4058,4219,4646,5148,5384,5970,6308,6662,6959,7326,7598,7785,8256,8449
KR_6312712607,2180,"13.1.489.3737",VWIV,111,4,Jhin,17179,BOTTOM,100,True,10,5,14,28077,25723,1885,2242,2528,3275,3558,3969,4324,5062,5353,5749,6121,6464,6663,6904,7348,8278,9005,9648,9993,10437,11035
KR_6312712607,2180,"13.1.489.3737",탈상훈,126,5,Blitzcrank,13051,UTILITY,100,True,0,10,27,11500,36309,1292,1618,1794,2004,2138,2336,2607,3171,3476,3744,4022,4336,4627,4772,5044,5558,5703,5844,5984,6450,6641
KR_6312712607,2180,"13.1.489.3737",레고 소화 못함,79,6,Gangplank,19863,TOP,200,False,8,11,6,40570,35504,1729,2033,2328,2633,2903,3650,3904,4275,4450,4808,5322,5896,6403,6699,7288,8085,8312,10214,10697,11065,11575
KR_6312712607,2180,"13.1.489.3737",master lulu,98,7,Morgana,15632,JUNGLE,200,False,12,10,15,43337,40707,2709,3006,3275,3447,4007,5031,5364,6644,6983,7770,8593,9065,9515,9933,10235,11320,11739,12299,12516,12675,13737
KR_6312712607,2180,"13.1.489.3737",물 조,99,8,Ryze,18332,MIDDLE,200,False,1,10,15,28601,34619,1815,2135,2455,2628,3181,3362,3709,4858,5019,5596,5749,5892,6284,6639,6936,7197,7671,7915,8172,8465,8587
KR_6312712607,2180,"13.1.489.3737",미혼모 킬러,204,9,Xayah,18357,BOTTOM,200,False,3,8,10,22578,28096,1579,1723,2065,2534,3176,3389,3863,4148,4551,5290,5615,5976,6329,6544,7015,7403,7861,8634,8866,9296,9614
KR_6312712607,2180,"13.1.489.3737",숭숭마,56,10,Senna,13706,UTILITY,200,False,14,11,8,34001,23050,2043,2218,2473,3148,3600,3817,4195,4385,5586,6089,6229,6846,7639,7800,7991,8306,9398,9646,9894,10335,10508
KR_6312729342,1610,"13.1.489.3737",태유니이,261,1,Swain,9990,TOP,100,False,3,8,9,12123,28077,1639,1933,2055,2569,2768,2975,3640,3847,3969,4346,4565,4687,5185,5507,5851,6019,6216,6474,6666,6788,7093
KR_6312729342,1610,"13.1.489.3737",꽉찬패배늦게지기,426,2,Udyr,10010,JUNGLE,100,False,5,10,5,12740,30343,1762,2101,2425,2961,3329,3936,4359,4642,5094,6494,6756,6879,7212,7492,8268,8913,9036,9362,9579,9739,9861
KR_6312729342,1610,"13.1.489.3737",여신 홍은채,341,3,Ryze,14324,MIDDLE,100,False,3,5,10,15042,29540,1745,2052,2361,2884,3522,3744,4118,4436,4755,4957,5618,5925,6297,6959,7590,7865,8062,8987,9109,9468,9923
KR_6312729342,1610,"13.1.489.3737",LCK Gumayusi,441,4,Kaisa,10814,BOTTOM,100,False,8,7,1,10536,18117,1754,1881,2345,3038,3530,3758,4088,4519,4656,4933,5266,5580,5812,6040,6888,7230,8053,8450,9412,9730,9912
KR_6312729342,1610,"13.1.489.3737",최한빛,365,5,Twitch,8799,UTILITY,100,False,11,10,6,18768,21468,2272,2442,2676,3176,3353,4093,4398,4604,4821,5403,6569,6709,7480,8370,9320,9461,10051,10287,10502,10642,10788
KR_6312729342,1610,"13.1.489.3737",성남산다 왱,417,6,Irelia,16579,TOP,200,True,12,7,9,29997,27295,1969,2224,2573,3309,3585,3962,4168,4565,5336,6177,6671,7176,8119,9139,9426,10371,11078,11453,13223,13396,13825
KR_6312729342,1610,"13.1.489.3737",GreenFox,314,7,Belveth,14172,JUNGLE,200,True,4,9,8,16882,29725,2113,2479,2764,2935,3153,3381,3684,3999,4261,4640,5514,6277,6707,7188,7352,7814,7936,8589,9502,10109,10548
KR_6312729342,1610,"13.1.489.3737",백 아 히,35,8,Yasuo,11289,MIDDLE,200,True,1,6,4,8987,20075,1341,1647,1842,2177,2419,2633,3069,4228,4482,5413,5705,6341,6514,7149,7297,7633,8080,8236,9037,9440,9563
KR_6312729342,1610,"13.1.489.3737",Care4me,355,9,MissFortune,14186,BOTTOM,200,True,17,5,9,34448,17971,1851,2233,3312,3783,4480,4813,5570,6334,7357,8363,8915,9412,9773,10488,10758,10958,11735,12092,13073,13416,14110
KR_6312729342,1610,"13.1.489.3737",탈상훈,126,10,Leblanc,11761,UTILITY,200,True,6,3,13,21382,14553,1555,1710,2156,2587,2920,3136,3486,4024,4755,5258,5412,5621,6305,6846,6986,7341,7592,7802,8243,9038,9324
KR_6312742470,1966,"13.1.489.3737",심약한 백정,263,1,Darius,15876,TOP,100,True,7,4,8,20768,30585,1914,2305,2441,2773,2944,3279,3714,3866,4214,4627,5413,6006,6324,6620,6862,7228,7840,8165,8385,8597,8776
KR_6312742470,1966,"13.1.489.3737",범인은 언제나 탑,303,2,Warwick,15033,JUNGLE,100,True,5,4,9,18353,29043,1829,2157,2436,2763,3364,3593,3788,3916,4761,5074,5451,5887,6413,6676,6963,7280,7726,8050,8300,8634,8966
KR_6312742470,1966,"13.1.489.3737",나는진지하다,283,3,Ryze,18225,MIDDLE,100,True,5,9,7,20135,28742,1616,1819,2145,2455,2664,2974,3117,3441,3964,4439,5013,5185,5523,5856,6125,6248,6538,7004,7280,7496,7656
KR_6312742470,1966,"13.1.489.3737",서폿나라루루공주,323,4,Jhin,14347,BOTTOM,100,True,10,7,6,21496,18456,1829,1994,2469,3107,3356,3767,4492,4754,5182,5591,5934,6556,7560,7936,8121,8418,8798,9129,9378,10140,10737
KR_6312742470,1966,"13.1.489.3737",난 해산물 좋아해,345,5,Xerath,11809,UTILITY,100,True,2,5,16,23147,16221,1318,1574,1768,2042,2200,2440,2959,3184,3340,4228,4479,4894,5184,5386,5547,5723,5863,6003,6144,6439,6617
KR_6312742470,1966,"13.1.489.3737",성남산다 왱,417,6,Renekton,16824,TOP,200,False,3,9,4,23098,32519,1371,1599,2011,2412,2619,2741,3002,3462,3717,3998,4358,4802,5413,5647,6611,7161,7731,7853,8219,8426,9186
KR_6312742470,1966,"13.1.489.3737",권쀼쀼,553,7,Sylas,12184,JUNGLE,200,False,9,7,4,17067,35423,1999,2327,2649,2949,3574,3807,4347,4632,5054,5842,6102,6675,6957,7242,8300,8612,8864,8987,9372,9544,9817
KR_6312742470,1966,"13.1.489.3737",하이드온부쒸,71,8,Leblanc,16738,MIDDLE,200,False,10,4,7,27116,24245,1877,2104,2658,2918,3127,3663,4101,4313,4515,5009,5279,5820,5992,6373,7180,7520,7998,8302,8536,8735,9830
KR_6312742470,1966,"13.1.489.3737",바닷가 모닥불,379,9,Kaisa,14573,BOTTOM,200,False,4,3,7,18758,21996,1476,2259,2514,2845,3351,3670,4007,4179,4385,4959,5334,5681,6042,6429,7071,7473,7902,8319,8806,9228,10283
KR_6312742470,1966,"13.1.489.3737",탈상훈,126,10,Blitzcrank,10474,UTILITY,200,False,3,6,11,8160,25004,1749,2142,2297,2500,2837,2982,3123,3298,3438,3779,4003,4305,4510,4727,5142,5368,5528,5669,5809,6009,6592
KR_6313417065,541,"13.1.489.3737",채팅안보는 재유,46,1,Jax,2160,TOP,100,False,0,2,1,2134,4176,1256,1393,1571,1693,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KR_6313417065,541,"13.1.489.3737",귀여운예삐,219,2,Evelynn,2895,JUNGLE,100,False,0,2,1,1343,6826,1455,1864,2170,2293,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
